Tag,brandNameTH,brandNameEN,headLineTH,points,ussdNo,conditionTH,categoryTH,categoryType,locationTH,Mass,Gold
"Serenade","โดนาเบะ","Donabe Sukiyaki Shabushabu & Yakiniku","ส่วนลดสูงสุด 15%","0","*545*957*9#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 15% เมื่อทานครบ 1,000 บาทขึ้นไป และรับฟรี สลัดโชเรกิ มูลค่า 130 บาท<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 15% เมื่อทานครบ 1,000 บาทขึ้นไป<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 10% เมื่อทานครบ 1,000 บาทขึ้นไป<br>
•	ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้านโดนาเบะ –  ห้วยขวาง","","รับส่วนลด 15% เมื่อทานครบ 1,000 บาทขึ้นไป"
"Serenade","มีทอัพ ยากินิกุ","Meat Up Yakiniku","ส่วนลดสูงสุด 10%","0","*545*957*6#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 10% เมื่อทานครบ 1,000 บาทขึ้นไป และรับฟรีเมนูพิเศษ undefinedเนื้อส่วนท้อง US หรือ US Short Plate มูลค่า 280 บาท เฉพาะเมนู A la cart และชำระเป็นเงินสดเท่านั้น<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 10% เมื่อทานครบ 1,000 บาทขึ้นไป เฉพาะเมนู A la cart และชำระเป็นเงินสดเท่านั้น<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 5% เมื่อทานครบ 1,000 บาทขึ้นไป เฉพาะเมนู A la cart และชำระเป็นเงินสดเท่านั้น<br>
•	สิทธิตามรายการส่งเสริมการขาย ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้านมีทอัพ ยากินิกุ – สาขาเจริญนคร และสาขาเดอะคริสตัลปาร์ค ","","รับส่วนลด 10% เฉพาะเมนู A la carte เมื่อทานครบ 1,000 บาทขึ้นไป และชำระเป็นเงินสดเท่านั้น"
"Serenade","Got to Grill","Got to Grill","ส่วนลดสูงสุด 10%","0","*545*957*19#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 15% และรับฟรี ครั่นซ์ชี่โรล มูลค่า 229 บาทขึ้นไป สำหรับทานบุฟเฟ่ต์ ราคา 999 บาท<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 15% สำหรับทานบุฟเฟ่ต์ ราคา 999 บาท<br> 
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 10% สำหรับทานบุฟเฟ่ต์ ราคา 999 บาท <br>
•	ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้าน Got to Grill – โครงการ เคิร์ฟเซเว่น","","รับส่วนลด 15% สำหรับทานบุฟเฟ่ต์ ราคา 999 บาท"
"Serenade","กิว กิว เต้","Gyu Gyu Tei ","ส่วนลดสูงสุด 10%","0","*545*957*5#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 10% เฉพาะเนื้อหมู และเนื้อวัว และรับฟรี เห็ดออรินจิ มูลค่า 80 บาท  เมื่อชำระด้วยเงินสดเท่านั้น<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 10% เฉพาะเนื้อหมู และเนื้อวัว เมื่อชำระด้วยเงินสดเท่านั้น<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 5%  เฉพาะเนื้อหมู และเนื้อวัว เมื่อชำระด้วยเงินสดเท่านั้น<br>
•	สิทธิตามรายการส่งเสริมการขาย ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้านกิว กิว เต้ – บางนา","","รับส่วนลด 10% เฉพาะเนื้อหมู และเนื้อวัว เมื่อชำระด้วยเงินสดเท่านั้น"
"Serenade","กิวโนบิ","Gyunobi","ส่วนลดสูงสุด 10%","0","*545*957*3#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 10% เมื่อทานครบ 1,500บาทขึ้นไปค่ะ เฉพาะเมนู A la carte และรับฟรีเมนูขนมหวาน หรือไอศรีมรสใดก็ได้ มูลค่า 35 บาท<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 10% เมื่อทานครบ 1,500 บาทขึ้นไปค่ะ เฉพาะเมนู A la carte <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 5% เมื่อทานครบ 1,500 บาทขึ้นไปค่ะ เฉพาะเมนู A la carte<br>
•	สิทธิตามรายการส่งเสริมการขาย ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้านกิวโนบิ – เมืองทองธานี","","รับส่วนลด 10% เมื่อทานครบ 1,500 บาทขึ้นไปค่ะ เฉพาะเมนู A la carte"
"Serenade","เบสท์บีฟ","Best Beef","ส่วนลดสูงสุด 10%","0","*545*957*2#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 10% สำหรับเมนู A La Carte เท่านั้น และรับฟรี เนื้อสันคอออสเตรเลีย มูลค่าจานละ 200 บาท เมื่อทานครบ 1,000 บาทขึ้นไป<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 10% สำหรับเมนู A La Carte เท่านั้น เมื่อทานครบ 1,000 บาทขึ้นไป<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 5% สำหรับเมนู A La Carte เท่านั้น เมื่อทานครบ 1,000 บาทขึ้นไป<br>
•	สิทธิตามรายการส่งเสริมการขาย ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้านเบสท์บีฟ – สุขุมวิท","","รับส่วนลด 10% สำหรับเมนู A La Carte เท่านั้น เมื่อทานครบ 1000 บาทขึ้นไป"
"Serenade","ติดดอย ติดดิน คาเฟ่","Tiddoi Tiddin Cafe","ส่วนลด 10%","0","*545*960*4#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	สงวนสิทธิ์ส่วนลด 10% เฉพาะค่าอาหารเมื่อทานครบ 500 บาทขึ้นไป<br>
•	จำกัดสิทธิ์ส่วนลด 1เลขหมาย/ 1 สิทธ์/ ใบเสร็จ / วัน<br>
•	สงวนสิทธิ์ฟรี เฉพาะลูกค้าเซเรเนดแพลทินัมเท่านั้น และรับฟรี น้ำมะนาวอัญชัญ 1 แก้ว มูลค่า 50 บาท เมื่อทานครบ 500 บาทขึ้นไป<br>
•	จำกัดสิทธิ์รับฟรี 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	สิทธิตามรายการส่งเสริมการขาย ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ติดดอย ติดดิน คาเฟ่ – เชียงราย","","รับส่วนลด 10% เฉพาะค่าอาหาร เมื่อทานครบ 500 บาทขึ้นไป"
"Serenade","กิวย่า ยากินิกุ","Gyu Ya Yakiniku","ส่วนลดสูงสุด 10%","0","*545*957*13#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน<br> 
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 10% เมื่อทานบุฟเฟ่ต์(ผู้ใหญ่) 4 ท่านต่อ 1 เตา<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 10% เมื่อทานบุฟเฟ่ต์(ผู้ใหญ่) 4 ท่านต่อ 1 เตา<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 5% เมื่อทานบุฟเฟ่ต์(ผู้ใหญ่) 4 ท่านต่อ 1 เตา<br>
•	ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้านกิวย่า ยากินิกุ –  พระราม 3","","รับส่วนลด 10% เมื่อทานบุฟเฟ่ต์สำหรับผู้ใหญ่ 4 ท่านต่อ 1 เตา"
"Serenade","ดราก้อน บุฟเฟ่ต์","Dragon Buffet","ส่วนลดสูงสุด 10%","0","*545*957*10#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	จำกัดใช้สิทธิ์ กรณีมาทานไม่ถึง 4 คน ได้ 1 ท่านต่อโต๊ะเท่านั้น และ จำกัดใช้สิทธิ์กรณีมาทาน 4 ท่านขึ้นไป  ได้ 2 ท่านต่อโต๊ะเท่านั้น <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 10% สำหรับบุฟเฟ่ต์ (เฉพาะค่าอาหาร) และรับฟรี น้ำเปล่าขวดเล็ก 1 ขวด มูลค่า 15 บาท<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 10% สำหรับบุฟเฟ่ต์ (เฉพาะค่าอาหาร) <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 5% สำหรับบุฟเฟ่ต์ (เฉพาะค่าอาหาร) <br>
•	ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้านดราก้อน บุฟเฟ่ต์ –  สุขุมวิท 71","","รับส่วนลด 10% สำหรับบุฟเฟ่ต์ (เฉพาะค่าอาหาร)"
"Serenade","BRO's grill and beer bar","BRO's grill and beer bar","ส่วนลดสูงสุด 10%","0","*545*957*18#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน<br> 
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 10% เมื่อทาน Buffet A5 ตั้งแต่ 2 ท่านขึ้นไป หรือ เมื่อทาน Buffet A4 ตั้งแต่ 4 ท่านขึ้นไป และแถมฟรีไอศกรีมโมจิ (Yukimi Daifuku) จากญี่ปุ่น มูลค่า 128 บาท<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 10%  เมื่อทาน Buffet A5 ตั้งแต่ 2 ท่านขึ้นไป หรือ เมื่อทาน Buffet A4 ตั้งแต่ 4 ท่านขึ้นไป<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 5% เมื่อทาน Buffet A5 ตั้งแต่ 2 ท่านขึ้นไป หรือ เมื่อทาน Buffet A4 ตั้งแต่ 4 ท่านขึ้นไป<br>
•	ส่วนลดดังกล่าวใช้ลดเพิ่มจากราคาโปรโมชั่นปัจจุบันได้<br>
•	ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้าน BRO's grill and beer bar – สุขุมวิท 50","","รับส่วนลด 10% เมื่อทาน Buffet A5 ตั้งแต่ 2 ท่านขึ้นไป หรือ เมื่อทาน Buffet A4 ตั้งแต่ 4 ท่านขึ้นไป"
"Serenade","มู แอนด์ มอร์ ยากินิคุ บุฟเฟ่ต์","Moo and More Yakiniku Buffet","ส่วนลดสูงสุด 20%","0","*545*957*16#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 15% สำหรับค่าอาหารบุฟเฟต์ และรับฟรี เมนูเบคอนหม่าล่าไม่อั้น มูลค่าจานละ 100 บาท เมื่อมาทานตั้งแต่ 4 ท่านและชำระด้วยเงินสด หรือ รับส่วนลด 20% สำหรับเมนู A la carte และรับฟรี เมนูเบคอนหม่าล่า ท่านละ 1 จาน มูลค่าจานละ 100 บาท และชำระด้วยเงินสด<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 15% สำหรับค่าอาหารบุฟเฟต์ เมื่อมาทานตั้งแต่ 4 ท่านและชำระด้วยเงินสด หรือ รับส่วนลด 20% เมนู A la carte และชำระด้วยเงินสดเท่านั้น<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 10% สำหรับค่าอาหารบุฟเฟต์ เมื่อมาทานตั้งแต่ 2 ท่านและชำระด้วยเงินสด หรือ รับส่วนลด 10% เมนู A la carte และชำระด้วยเงินสดเท่านั้น<br>
•	ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้านมู แอนด์ มอร์ ยากินิคุ บุฟเฟ่ต์","","Buffet: รับส่วนลด 15% สำหรับค่าอาหารบุฟเฟต์ เมื่อมาทานตั้งแต่ 4 ท่านและชำระด้วยเงินสด<br>
A la carte:รับส่วนลด 20% สำหรับเมนู A la carte และชำระด้วยเงินสดเท่านั้น"
"Serenade","คองจู โคเรีย เรสเทอรอง","kongju Korean Restaurant ","ส่วนลดสูงสุด 15%","0","*545*957*7#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 15% สำหรับค่าอาหาร เมนู A la carte โดยไม่ลดค่าบริการ (service charge) และรับฟรีน้ำอบเชย 1 ที่ มูลค่า 150 บาท<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 15% สำหรับค่าอาหาร เมนู A la carte โดยไม่ลดค่าบริการ (service charge) <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 10% สำหรับค่าอาหาร เมนู A la carte โดยไม่ลดค่าบริการ (service charge) <br>
•	สิทธิพิเศษนี้ยกเว้น วันหยุดนักขัตฤกษ์,วันเทศกาลต่างๆ หรืองานอีเว้นท์พิเศษ<br>
•	สิทธิตามรายการส่งเสริมการขาย ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้านคองจู โคเรีย เรสเทอรอง –  ในโรงแรมปทุมวัน ปริ๊นเซส","","รับส่วนลด 15% สำหรับค่าอาหาร เมนู A la carte "
"Serenade","ซอราเบิล","Sorabol","ส่วนลดสูงสุด 15%","0","*545*957*11#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 15% เมื่อทานครบ 1,000 บาทขึ้นไป และรับฟรี Galenjim ไข่ตุ๋น เกาหลี มูลค่า 130 บาท<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 15% เมื่อทานครบ 1,000 บาทขึ้นไป<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 10% เมื่อทานครบ 1,000 บาทขึ้นไป<br>
•	ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้านซอราเบิล –  สุขุมวิท 26","","รับส่วนลด 15% เมื่อทานครบ 1,000 บาทขึ้นไป"
"Serenade","ยาสุดะ","Yasuda","ส่วนลดสูงสุด 15%","0","*545*957*1#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 15% เมื่อทานครบ 2,000 บาทขึ้นไป และรับฟรีเมนูขนมหวานประจำวัน มูลค่า 75 บาท<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 15% เมื่อทานครบ 2,000 บาทขึ้นไป<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 10% เมื่อทานครบ 2,000 บาทขึ้นไป<br>
•	สิทธิตามรายการส่งเสริมการขาย ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้านยาสุดะ – สุขุมวิท 34","","รับส่วนลด 15% เมื่อทานครบ 2,000 บาทขึ้นไป"
"Serenade","มาโพการบี","MAPO GALBI","ส่วนลดสูงสุด 10%","0","*545*957*4#","•	สงวนสิทธิ์เฉพาะลูกค้าเอไอเอสเซเรเนดเท่านั้น<br>
•	จำกัดสิทธิ์ 1 เลขหมาย/ 1 สิทธ์ / ใบเสร็จ / วัน <br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดแพลทินัม รับส่วนลด 10% เฉพาะค่าอาหาร สำหรับเมนู A la carte เท่านั้น และรับฟรีซุปกิมจิ มูลค่า 200 บาท เมื่อทานครบ 2,000 บาทขึ้นไป<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดโกลด์ รับส่วนลด 10% เฉพาะค่าอาหาร สำหรับเมนู A la carte เท่านั้น เมื่อทานครบ 2,000 บาทขึ้นไป<br>
•	สงวนสิทธิ์เฉพาะลูกค้าเซเรเนดเอ็มเมอรัลด์ รับส่วนลด 5% เฉพาะค่าอาหาร สำหรับเมนู A la carte เท่านั้น เมื่อทานครบ 2,000 บาทขึ้นไป<br>
•	สิทธิตามรายการส่งเสริมการขาย ไม่สามารถแลก เปลี่ยน โอนหรือทอนเป็นเงินสด และไม่สามารถใช้ร่วมกับรายการส่งเสริมการขายอื่นๆ ได้","กินดื่ม","PRIVILEGE","ร้านมาโพการบี – สุขุมวิท","","รับส่วนลด 10% เฉพาะค่าอาหาร สำหรับเมนู A la carte เท่านั้น เมื่อทานครบ 2,000 บาทขึ้นไป"
"Serenade","อร่อยเลิศกับคุณหรีด","","รับส่วนลดเฉพาะค่าอาหารสูงสุด 10%","0","*545*680*36#","1. กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดจำหน่ายสินค้าและไม่สามารถรับสิทธิ์ ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์ <br>
2. 1 หมายเลข / 1 สิทธิ์ / เดือน <br>
3. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการเฉลี่ย 100 บาทต่อเดือนขึ้นไป <br>
4. โปรโมชั่นนี้ไม่สามารถใช้ร่วมกับส่วนลดหรือรายการส่งเสริมการขายอื่นๆได้","กินดื่ม","PRIVILEGE","เรือธงซีฟู้ด","รับส่วนลดเฉพาะค่าอาหาร 5% (ยกเว้นเครื่องดื่ม)","รับส่วนลดเฉพาะค่าอาหาร 10% (ยกเว้นเครื่องดื่ม)"
"Serenade","อร่อยเลิศกับคุณหรีด","","รับส่วนลดเฉพาะค่าอาหาร 5%","0","*545*680*62#","1. กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดจำหน่ายสินค้าและไม่สามารถรับสิทธิ์ ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์ <br>
2. 1 หมายเลข / 1 สิทธิ์ / เดือน <br>
3. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการเฉลี่ย 100 บาทต่อเดือนขึ้นไป <br>
4. โปรโมชั่นนี้ไม่สามารถใช้ร่วมกับส่วนลดหรือรายการส่งเสริมการขายอื่นๆได้","กินดื่ม","PRIVILEGE","แพรว","รับส่วนลดเฉพาะค่าอาหาร 5%",""
"Serenade","อร่อยเลิศกับคุณหรีด","","รับส่วนลดพิเศษ หรือสั่งเมนูเป็ดปักกิ่ง ในราคา 799 บาท","0","*545*680*63#","1. กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดจำหน่ายสินค้าและไม่สามารถรับสิทธิ์ ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์ <br>
2. 1 หมายเลข / 1 สิทธิ์ / เดือน <br>
3. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการเฉลี่ย 100 บาทต่อเดือนขึ้นไป <br>
4. โปรโมชั่นนี้ไม่สามารถใช้ร่วมกับส่วนลดหรือรายการส่งเสริมการขายอื่นๆได้","กินดื่ม","PRIVILEGE","ห้องอาหารจีนหนานหยวน โรงแรมแกรนด์ เมอร์เคียว","เป็ดปักกิ่งราคาพิเศษ 799 บาท (ปกติ 1,413 บาท) <br>
รับส่วนลดค่าอาหาร(buffet lunch) 15% (ช่วงเวลา 12.00 - 14.30 น.) <br>
รับส่วนลด 10% สำหรับเมนู A La Carte",""
"Serenade","อร่อยเลิศกับคุณหรีด","","รับส่วนลดเฉพาะค่าอาหารสูงสุด 10%","0","*545*680*64#","1. กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดจำหน่ายสินค้าและไม่สามารถรับสิทธิ์ ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์ <br>
2. 1 หมายเลข / 1 สิทธิ์ / เดือน <br>
3. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการเฉลี่ย 100 บาทต่อเดือนขึ้นไป <br>
4. โปรโมชั่นนี้ไม่สามารถใช้ร่วมกับส่วนลดหรือรายการส่งเสริมการขายอื่นๆได้","กินดื่ม","PRIVILEGE","บ้านกลางกรุง  สาขาพระราม 3","รับส่วนลดเฉพาะค่าอาหาร 5%","รับส่วนลดเฉพาะค่าอาหาร 10%"
"Serenade","อร่อยเลิศกับคุณหรีด","","รับส่วนลด 10% เมื่อทานครบ 1,000 บาท","0","*545*680*65#","1. กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดจำหน่ายสินค้าและไม่สามารถรับสิทธิ์ ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์ <br>
2. 1 หมายเลข / 1 สิทธิ์ / เดือน <br>
3. สิทธิพิเศษนี้สำหรับลูกค้า AIS Serenade เท่านั้น <br>
4. โปรโมชั่นนี้ไม่สามารถใช้ร่วมกับส่วนลดหรือรายการส่งเสริมการขายอื่นๆได้","กินดื่ม","PRIVILEGE","สวนสิริน วัชรพล","","รับส่วนลด 10% เมื่อทานครบ 1,000 บาท"
"Serenade","อร่อยเลิศกับคุณหรีด","","รับส่วนลด 5%","0","*545*680*66#","1. กรุณานำโทรศัพท์เคลื่อนที่ของท่านมากดรับสิทธิ์ ณ จุดจำหน่ายสินค้าและไม่สามารถรับสิทธิ์ ได้จากการแสดงภาพที่บันทึกสิทธิ์บนหน้าจอโทรศัพท์ <br>
2. 1 หมายเลข / 1 สิทธิ์ / เดือน <br>
3. สิทธิพิเศษนี้สำหรับลูกค้า AIS และ AIS Fibre ที่มียอดค่าใช้บริการเฉลี่ย 100 บาทต่อเดือนขึ้นไป <br>
4. โปรโมชั่นนี้ไม่สามารถใช้ร่วมกับส่วนลดหรือรายการส่งเสริมการขายอื่นๆได้","กินดื่ม","PRIVILEGE","ก๋วยเตี๋ยวเรืออยุธยาสูตรโบราณ กำไรเพชร","รับส่วนลด 5%",""
